item_id,ownership_count,playtime_mean,playtime_median,playtime_total,nonzero_playtime_share,bundle_count,item_price_median,item_price_nunique,price_disagreement,genres,tags,steam_price,release_date,in_bundle,has_steam_metadata,standalone_price,has_price
26900,1230,40.62276422764228,7.0,49966,0.5910569105691057,0,,,,"Casual, Indie","Indie, Casual, Puzzle, Physics, Family Friendly, Touch-Friendly, Singleplayer, 2D, Cute",19.99,2009-01-07,False,True,19.99,True
201570,2359,60.645188639253924,5.0,143062,0.5731242051716829,0,,,,"Action, Indie","Indie, Action, Shoot 'Em Up, Space, Twin Stick Shooter, Shooter, Bullet Hell, Arcade, Side Scroller, Local Co-Op, Singleplayer, Great Soundtrack, Retro, 2D",4.99,2012-02-24,False,True,4.99,True
6120,1095,77.8337899543379,5.0,85228,0.5305936073059361,0,,,,"Action, Indie","Action, Indie, Beat 'em up, Local Co-Op, Side Scroller, 2D, Platformer, Gore, Singleplayer, Short, Adventure, Co-op, Controller, Multiplayer",9.99,2010-10-25,False,True,9.99,True
41100,960,48.739583333333336,0.0,46790,0.35833333333333334,0,,,,"Action, Indie","Action, Indie, Physics, Mouse only, 2D, Singleplayer, Experimental, Multiple Endings, Difficult, Fighting, Local Multiplayer, Steampunk",4.99,2009-09-19,False,True,4.99,True
11420,253,114.36363636363636,1.0,28934,0.5098814229249012,0,,,,,,,,False,False,,False
107300,1579,21.96453451551615,0.0,34682,0.3641545281823939,0,,,,"RPG, Indie","RPG, Indie, Comedy, JRPG, Retro, Pixel Graphics, Singleplayer, Turn-Based, Parody, Funny, Short, Fantasy, Adventure, 2D, RPGMaker, Horror",2.99,2011-07-13,False,True,2.99,True
107310,1741,96.77254451464675,17.0,168481,0.6605399195864445,0,,,,"Indie, RPG","RPG, Indie, Comedy, Lovecraftian, Retro, JRPG, Turn-Based, Fantasy, Funny, Singleplayer, Adventure, Pixel Graphics, Parody, 2D, Great Soundtrack, RPGMaker, Action, Memes",2.99,2011-07-13,False,True,2.99,True
213030,838,89.92124105011933,0.0,75354,0.44749403341288785,0,,,,"Indie, RPG","RPG, Indie, Comedy, JRPG, Turn-Based, Mystery, Detective, Retro, Pixel Graphics, Singleplayer, RPGMaker",4.99,2012-06-25,False,True,4.99,True
212630,901,640.3118756936736,271.0,576921,0.8845726970033296,0,,,,Action,"Action, Stealth, Co-op, Tactical, Third-Person Shooter, Shooter, Multiplayer, Futuristic, Gun Customization, FPS, Third Person, Singleplayer, Adventure, Military, Atmospheric, Open World, Strategy",19.99,2012-06-26,False,True,19.99,True
55150,3186,658.2291274325173,200.0,2097118,0.7705586942875079,0,,,,Action,"Warhammer 40K, Action, Third-Person Shooter, Sci-fi, Third Person, Multiplayer, Gore, Singleplayer, Shooter, Hack and Slash, Dystopian, Adventure, Co-op, Games Workshop, Atmospheric, Story Rich, Online Co-Op, Controller, Futuristic, Great Soundtrack",29.99,2011-09-05,False,True,29.99,True
8200,532,90.83458646616542,32.5,48324,0.618421052631579,1,3.33,1.0,False,"Action, Adventure","Point & Click, Comedy, Adventure, Detective, Mystery, Episodic, Funny",19.99,2006-10-17,True,True,3.33,True
8210,530,57.23018867924528,0.0,30332,0.3886792452830189,1,3.33,1.0,False,"Action, Adventure","Adventure, Action",19.99,2006-12-20,True,True,3.33,True
8220,530,37.11698113207547,0.0,19672,0.2981132075471698,1,3.33,1.0,False,"Action, Adventure","Adventure, Action, Point & Click",19.99,2007-01-25,True,True,3.33,True
8240,524,35.652671755725194,0.0,18682,0.25,1,3.33,1.0,False,"Action, Adventure","Adventure, Action",19.99,2007-03-29,True,True,3.33,True
8250,524,29.232824427480917,0.0,15318,0.20038167938931298,1,3.33,1.0,False,"Action, Adventure","Adventure, Action",19.99,2007-04-26,True,True,3.33,True
8260,515,50.16893203883495,0.0,25837,0.283495145631068,1,4.0,1.0,False,Adventure,Adventure,19.99,2007-11-09,True,True,4.0,True
8270,514,32.78793774319066,0.0,16853,0.20817120622568094,1,4.0,1.0,False,Adventure,Adventure,19.99,2008-01-11,True,True,4.0,True
8280,516,39.55232558139535,0.0,20409,0.187984496124031,1,4.0,1.0,False,Adventure,Adventure,19.99,2008-02-13,True,True,4.0,True
8290,514,30.346303501945524,0.0,15598,0.15953307392996108,1,4.0,1.0,False,Adventure,Adventure,19.99,2008-03-14,True,True,4.0,True
8300,514,33.05642023346304,0.0,16991,0.1556420233463035,1,4.0,1.0,False,Adventure,Adventure,19.99,2008-04-11,True,True,4.0,True
208580,4951,486.96707735810946,1.0,2410974,0.5211068471015956,0,,,,RPG,"RPG, Star Wars, Sci-fi, Story Rich, Singleplayer, Classic, Real-Time with Pause, Adventure, Party-Based RPG, Choices Matter, Moddable, Character Customization, Third Person, Space, Female Protagonist, Multiple Endings, Atmospheric, Action, Turn-Based Combat, Turn-Based",9.99,2005-02-08,False,True,9.99,True
214250,728,207.5521978021978,91.5,151098,0.8516483516483516,0,,,,"Action, Adventure","Survival, Post-apocalyptic, Action, Adventure, Third Person, Singleplayer, Parkour, Atmospheric, Third-Person Shooter, Dark, Open World, Shooter, FPS, Horror, Platformer, Action-Adventure",14.99,2012-09-06,False,True,14.99,True
214830,1613,77.07129572225666,6.0,124316,0.5722256664600124,0,,,,"Action, Casual, RPG","RPG, Action, Casual, Parody, JRPG, Comedy, Fast-Paced, Retro, 2D, Indie, Fantasy, Puzzle, Singleplayer, Experimental, Adventure, Great Soundtrack, Multiplayer, Funny, Anime, Pixel Graphics",9.99,2012-09-27,False,True,9.99,True
219640,15738,1185.878002287457,337.0,18663348,0.9300419367136866,0,,,,"Action, Indie","Medieval, Multiplayer, Action, Gore, First-Person, Violent, Swordplay, PvP, Indie, Third Person, Competitive, Team-Based, Hack and Slash, FPS, Class-Based, Historical, Co-op, Atmospheric, Simulation, Difficult",24.99,2012-10-16,False,True,24.99,True
232210,15740,14.163722998729352,0.0,222937,0.08221092757306227,0,,,,,,,,False,False,,False
202970,7437,373.34556945004704,89.0,2776571,0.8106763479897808,0,,,,Action,"Action, Multiplayer, FPS, Shooter, First-Person, Singleplayer, Co-op, War, Online Co-Op, Team-Based, Futuristic, Survival, Controller, Adventure, Tactical, Great Soundtrack, Sci-fi, Massively Multiplayer, Atmospheric, Horror",59.99,2012-11-12,False,True,59.99,True
202990,7437,5137.698534355251,1424.0,38209064,0.9529380126395052,0,,,,,,,,False,False,,False
212910,7437,1288.447895656851,192.0,9582187,0.8848998251983327,0,,,,,,,,False,False,,False
42160,4734,520.9765525982256,22.0,2466303,0.6949725390790029,0,,,,,,,,False,False,,False
206980,2636,21.51669195751138,0.0,56718,0.10811836115326252,0,,,,,,,,False,False,,False
211400,2468,121.6405996758509,37.0,300209,0.6507293354943274,0,,,,"Action, Adventure, Indie","Zombies, Platformer, Indie, Action, Post-apocalyptic, Adventure, Atmospheric, Singleplayer, Side Scroller, Parkour, 2D, Survival, Horror, 2.5D, Puzzle, Great Soundtrack, Short, Story Rich, Controller, Noir",14.99,2012-10-25,False,True,14.99,True
226700,4428,1920.2007678410118,317.0,8502649,0.9541553748870822,0,,,,,,,,False,False,,False
220440,1852,437.9346652267819,192.5,811055,0.7289416846652268,2,29.99,1.0,False,"Action, Adventure","Action, Hack and Slash, Great Soundtrack, Spectacle fighter, Demons, Adventure, Third Person, Singleplayer, Character Action Game, Controller, Gore, Stylized, Atmospheric, Comedy, Beat 'em up, Fast-Paced, Story Rich, Fantasy, Platformer, Anime",29.99,2013-01-24,True,True,29.99,True
227200,518,72.91698841698842,0.0,37771,0.4189189189189189,0,,,,"Action, Adventure, Indie","Sci-fi, Adventure, Exploration, Indie, Platformer, Puzzle, Atmospheric, Singleplayer, Metroidvania, Story Rich, Action, Multiple Endings, Mars, 2D, Side Scroller",9.99,2012-12-13,False,True,9.99,True
42670,68,184.4558823529412,71.5,12543,0.6470588235294118,0,,,,Action,"FPS, Action, Sci-fi, Time Manipulation, Singleplayer, Atmospheric, Horror, Shooter, First-Person, Alternate History, Time Travel, Adventure, Bullet Time, Story Rich, Gore, Multiplayer, Survival Horror",29.99,2010-06-30,False,True,29.99,True
224540,8946,803.1854460093897,293.0,7185297,0.9627766599597586,0,,,,"Action, Indie","Action, Multiplayer, Shooter, FPS, Indie, Building, Sandbox, Zombies, First-Person, Class-Based, Voxel, Co-op, Competitive, Funny, Open World, Massively Multiplayer, Replay Value, Casual, Adventure, Free to Play",14.99,2012-12-12,False,True,14.99,True
227280,727,108.11141678129299,67.0,78597,0.8858321870701513,0,,,,,,,,False,False,,False
368730,3979,21.885900980145767,0.0,87084,0.21663734606685098,1,14.99,1.0,False,"Action, Adventure, Casual, Indie","Indie, Casual, Action, Adventure, Platformer, Comedy, Funny, 2D, Multiplayer, Difficult, Great Soundtrack, Time Travel, Local Co-Op, Local Multiplayer, Singleplayer, Remake, Gore, Memes",14.99,2015-07-17,True,True,14.99,True
51100,6327,241.27469574837997,21.0,1526545,0.7216690374585112,0,,,,"Action, Free to Play","Free to Play, Action, FPS, Multiplayer, Shooter, Tactical, Co-op, First-Person, Open World, Zombies, Singleplayer, Adventure, Massively Multiplayer, Strategy, Simulation, Gore, RPG, Sandbox, Indie, Casual",,2013-10-08,False,True,,False
99900,9432,1811.1965648854962,139.0,17083206,0.8382103477523325,0,,,,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Free to Play, Massively Multiplayer, Adventure, RPG, Action, Multiplayer, Online Co-Op, Dungeon Crawler, Hack and Slash, MMORPG, Co-op, Cute, Action RPG, Sci-fi, Great Soundtrack, Open World, Singleplayer, Indie, Casual, Anime",Free to Play,2011-06-14,False,True,,False
107900,2148,340.9539106145251,15.0,732369,0.6578212290502793,0,,,,,,,,False,False,,False
109600,7160,894.2576815642458,114.0,6402885,0.7333798882681565,0,,,,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Free to Play, MMORPG, RPG, Massively Multiplayer, Adventure, Action, Fantasy, Multiplayer, Open World, Character Customization, Co-op, PvP, Dragons, Third Person, Action RPG, PvE, Atmospheric, Hack and Slash, Zombies, Comedy",Free to Play,2013-12-05,False,True,,False
113400,8130,1737.709963099631,134.0,14127582,0.768019680196802,0,,,,"Action, Free to Play, Massively Multiplayer","Free to Play, Open World, Action, Character Customization, Multiplayer, Massively Multiplayer, Third-Person Shooter, Shooter, PvP, Crime, Third Person, Co-op, Racing, Sandbox, FPS, Adventure, Hacking, Singleplayer, Nudity, Anime",Free to Play,2011-12-06,False,True,,False
208090,16309,449.21362437917713,156.0,7326225,0.8400269789686676,0,,,,"Action, Free to Play, Indie","Free to Play, Third-Person Shooter, Action, Gore, Multiplayer, Gun Customization, Shooter, Funny, Fast-Paced, Indie, Comedy, Mature, Character Customization, Third Person, Cartoony, Massively Multiplayer, Co-op, Crafting, Arena Shooter, Casual",Free to Play,2014-01-31,False,True,,False
215120,392,153.7295918367347,0.0,60262,0.28061224489795916,0,,,,"Free to Play, Massively Multiplayer, RPG","Free to Play, RPG, Massively Multiplayer, Anime, Multiplayer, MMORPG",,2012-10-23,False,True,,False
209870,9657,1077.518380449415,165.0,10405595,0.8176452314383349,0,,,,"Action, Free to Play","Free to Play, FPS, Multiplayer, Action, Shooter, Gun Customization, First-Person, Futuristic, Mechs, Sci-fi, Co-op, Military, Cyberpunk, Zombies, Massively Multiplayer, Tactical, Singleplayer, Fast-Paced, Competitive, RPG",Free to Play,2012-07-02,False,True,,False
242720,4060,362.6145320197044,26.0,1472215,0.6445812807881773,0,,,,"Action, Free to Play, Indie","Free to Play, Action, Multiplayer, Third-Person Shooter, Hack and Slash, Shooter, Co-op, Fast-Paced, PvP, Parkour, Third Person, Fighting, FPS, Indie, Massively Multiplayer, RPG, Adventure, Singleplayer, Strategy, First-Person",Free to Play,2014-05-01,False,True,,False
224260,15792,496.0663627152989,85.0,7833880,0.767920466058764,0,,,,"Action, Free to Play, Indie","Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Action, Online Co-Op, FPS, First-Person, Shooter, Survival Horror, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",Free,2011-10-31,False,True,,False
245550,3985,112.57214554579674,4.0,448600,0.5887076537013802,0,,,,,"Free to Play, Documentary, e-sports",Free Movie,2014-03-19,False,True,,False
343450,4127,1.2495759631693724,0.0,5157,0.04022292221952992,0,,,,,,,,False,False,,False
257730,1839,329.5551930396955,21.0,606052,0.6373028820010875,0,,,,"Free to Play, Indie, Massively Multiplayer, Strategy","Free to Play, Trading Card Game, Card Game, Strategy, Massively Multiplayer, Indie, Multiplayer, Tactical, Fantasy, Turn-Based, Adventure, Action, RPG, Singleplayer",Free to Play,2014-09-05,False,True,,False
227100,2328,310.56529209621993,182.0,722996,0.9080756013745704,1,14.99,1.0,False,Action,"Zombies, Action, Co-op, Sniper, Third-Person Shooter, World War II, FPS, Shooter, Horror, Multiplayer, Third Person, Survival, Gore, Singleplayer, Online Co-Op, Adventure, Open World, Bullet Time",14.99,2013-02-28,True,True,14.99,True
221040,1615,952.6953560371517,316.0,1538603,0.7987616099071208,3,29.99,1.0,False,"Action, Adventure","Action, Zombies, Co-op, Third-Person Shooter, Horror, Adventure, Co-op Campaign, Online Co-Op, Third Person, Shooter, Quick-Time Events, Multiplayer, Local Co-Op, Survival, Split Screen, Singleplayer, Survival Horror, Atmospheric, Female Protagonist, Casual",29.99,2013-03-22,True,True,29.99,True
230050,2552,133.16771159874608,92.0,339844,0.9463166144200627,0,,,,Indie,"Platformer, Indie, Satire, Comedy, Short, Parody, Pixel Graphics, 2D, Singleplayer, Funny, Retro, Adventure, Exploration, Casual, Action, Side Scroller, Metroidvania, Memes, Zombies, Fantasy",2.99,2013-03-18,False,True,2.99,True
232770,1009,52.37661050545094,4.0,52848,0.5718533201189296,0,,,,"Action, Indie","Action, Classic, Dark Humor, Violent, Indie, Shooter, Gore, Singleplayer, Isometric, Horror, Dark, Villain Protagonist, Difficult, 1990's, Top-Down Shooter, Psychological Horror, Mature, Comedy, Atmospheric, Open World",1.99,1997-11-14,False,True,1.99,True
222480,1114,285.7899461400359,5.0,318370,0.5197486535008977,1,29.99,1.0,False,"Action, Adventure","Action, Horror, Zombies, Survival Horror, Third-Person Shooter, Adventure, Female Protagonist, Co-op, Third Person, Online Co-Op, Singleplayer, Survival, Atmospheric, Shooter, Multiplayer, Sci-fi, Gore, Local Co-Op, Great Soundtrack, FPS",29.99,2013-05-20,True,True,29.99,True
234190,3178,64.6919446192574,6.0,205591,0.6302706104468219,0,,,,"Action, Indie, Simulation","FPS, Simulation, Indie, Rogue-like, Action, Procedural Generation, First-Person, Difficult, Singleplayer, Shooter, Realistic, Abstract, Perma Death, Tactical, Horror, Cyberpunk, Atmospheric, VR, Stealth, Sci-fi",4.99,2013-04-29,False,True,4.99,True
238210,2200,124.51681818181818,25.0,273937,0.639090909090909,0,,,,"Action, RPG","RPG, Cyberpunk, Horror, Sci-fi, Classic, FPS, Survival Horror, Action, Cult Classic, Space, First-Person, Story Rich, Atmospheric, Great Soundtrack, Singleplayer, Co-op, Inventory Management, Shooter, Survival, Adventure",9.99,1999-08-11,False,True,9.99,True
239450,3137,44.18839655722027,5.0,138619,0.6139623844437361,0,,,,,,,,False,False,,False
237110,2887,533.3661240041565,205.0,1539828,0.8943540006927606,0,,,,Action,"Fighting, Gore, Action, Multiplayer, Violent, Classic, Co-op, Arcade, Blood, Singleplayer, Local Co-Op, 2D Fighter, Competitive, Local Multiplayer, Replay Value, 2.5D, Remake, Beat 'em up, 2D, Controller",19.99,2013-07-03,False,True,19.99,True
218820,895,246.55195530726257,30.0,220664,0.6726256983240223,0,,,,"Action, Adventure, Indie, RPG","Action, Indie, 2D, Side Scroller, Co-op, Platformer, Pixel Graphics, Adventure, Local Co-Op, Shooter, RPG, Crafting, Split Screen, Retro, Arcade, Shoot 'Em Up, Online Co-Op, Female Protagonist, Local Multiplayer, Kickstarter",19.99,2014-03-25,False,True,19.99,True
207140,5281,610.4307896231775,260.0,3223685,0.9174398788108313,2,14.99,1.0,False,"Action, Casual, Indie, Racing, Sports","Multiplayer, Racing, Local Multiplayer, Competitive, Platformer, Indie, Fast-Paced, 2D, Action, 4 Player Local, Funny, Parkour, Sports, Local Co-Op, Controller, Level Editor, Co-op, Singleplayer, Arcade, Superhero",14.99,2016-04-19,True,True,14.99,True
242530,398,39.84170854271357,0.0,15857,0.4648241206030151,0,,,,Action,"Action, Retro, Co-op, Steampunk, Top-Down, Shooter, Classic, Singleplayer, 2D",9.99,2013-08-29,False,True,9.99,True
245280,652,124.82208588957056,1.0,81384,0.5107361963190185,0,,,,"Action, Adventure","Adventure, Action, Post-apocalyptic, Singleplayer, Story Rich, Hack and Slash, Action-Adventure, Third Person, Sci-fi, Atmospheric, Platformer, Robots, Great Soundtrack, Parkour, Female Protagonist, 3D Vision, Controller, 3D Platformer, Linear, Open World",19.99,2013-10-24,False,True,19.99,True
250180,1836,119.55010893246187,51.0,219494,0.7859477124183006,1,7.99,1.0,False,Action,"Arcade, Classic, Action, Co-op, Side Scroller, Retro, Local Co-Op, Shooter, 2D, Online Co-Op, Great Soundtrack, Platformer, Shoot 'Em Up, Multiplayer, Pixel Graphics, Difficult, Singleplayer, Comedy, Local Multiplayer, Adventure",7.99,2014-02-14,True,True,7.99,True
4580,3484,535.7425373134329,3.0,1866527,0.551377726750861,0,,,,Strategy,"Strategy, Warhammer 40K, RTS, Sci-fi, Multiplayer, Base Building, Singleplayer, Games Workshop, Classic, Real-Time, Action, War, Atmospheric, Tactical, Gore, Fantasy, Co-op, Adventure",12.99,2006-10-09,False,True,12.99,True
9310,3245,90.22157164869029,0.0,292769,0.3963020030816641,0,,,,Strategy,"Strategy, Warhammer 40K, RTS, Sci-fi, Games Workshop, Base Building, Singleplayer, Multiplayer, Real-Time, Tactical, Futuristic, Action",12.99,2006-01-01,False,True,12.99,True
9450,3411,1069.2345353268836,112.0,3647159,0.6300205218411024,0,,,,Strategy,"Warhammer 40K, Strategy, RTS, Base Building, Sci-fi, Real-Time, Multiplayer, Singleplayer, Games Workshop, Futuristic, Classic, Action, Atmospheric, Great Soundtrack, Adventure",12.99,2008-03-05,False,True,12.99,True
251130,325,270.06461538461537,84.0,87771,0.7261538461538461,0,,,,"Indie, RPG, Strategy","RPG, Strategy, Indie, Pixel Graphics, Tactical RPG, Turn-Based Tactics, Superhero, Turn-Based, Turn-Based Combat, Great Soundtrack, Management, Comedy, 2D, Singleplayer, Memes, Isometric, Funny",14.99,2015-04-30,False,True,14.99,True
251470,638,192.01097178683386,8.0,122503,0.6300940438871473,0,,,,"Action, Indie","Local Multiplayer, Indie, Local Co-Op, Action, Pixel Graphics, Platformer, 4 Player Local, Multiplayer, 2D, Co-op, Controller, Arcade, Adventure, Fighting, Retro, Great Soundtrack, Difficult",14.99,2014-03-11,False,True,14.99,True
252950,11458,3096.7709897015184,961.0,35482802,0.96814452784081,0,,,,"Action, Indie, Racing, Sports","Multiplayer, Racing, Soccer, Sports, Competitive, Team-Based, Online Co-Op, Football, Action, Co-op, Fast-Paced, Funny, Local Multiplayer, Great Soundtrack, Split Screen, Local Co-Op, Singleplayer, 4 Player Local, Casual, Indie",19.99,2015-07-07,False,True,19.99,True
253150,62,125.16129032258064,9.0,7760,0.5645161290322581,0,,,,"Action, Indie, RPG, Strategy","RPG, Strategy, Turn-Based, Indie, Turn-Based Strategy, Pixel Graphics, Sci-fi, Action, Space, Tactical, Singleplayer, 2D",12.99,2014-07-22,False,True,12.99,True
249130,2558,1127.7157935887412,410.5,2884697,0.8924941360437842,0,,,,"Action, Adventure","LEGO, Open World, Superhero, Adventure, Action, Local Co-Op, Comedy, Family Friendly, Funny, Comic Book, Singleplayer, Co-op, Third Person, Local Multiplayer, Split Screen, Casual, Multiplayer, Puzzle, Sandbox, Platformer",19.99,2013-10-22,False,True,19.99,True
247660,439,168.78132118451026,20.0,74095,0.5968109339407744,0,,,,"Action, Adventure","Story Rich, Adventure, Horror, Open World, Action, Great Soundtrack, Funny, Surreal, Detective, Investigation, Cult Classic, Mystery, Atmospheric, Third Person, Singleplayer, Exploration, Gore, Comedy, Violent, Nudity",24.99,2013-10-29,False,True,24.99,True
247910,1855,235.49865229110512,130.0,436850,0.8474393530997305,1,14.99,1.0,False,"Action, Adventure","Zombies, Action, Co-op, Adventure, Third-Person Shooter, Sniper, Horror, World War II, Shooter, Multiplayer, Bullet Time, Survival, Online Co-Op, Gore, Singleplayer, FPS, Third Person, Survival Horror, Strategy, Stealth",14.99,2013-10-31,True,True,14.99,True
261110,713,144.67741935483872,29.0,103155,0.5596072931276297,0,,,,Action,"Action, Hack and Slash, Surreal, Character Action Game, Singleplayer, Stylized, Spectacle fighter, Gore, Adventure, Third Person, Great Soundtrack, Atmospheric, Comedy, Swordplay, Story Rich, Dating Sim, Cyberpunk, Nudity, Indie, Controller",19.99,2014-05-23,False,True,19.99,True
261180,1971,267.3455098934551,121.0,526938,0.8092338914256723,0,,,,"Action, Indie, Sports","Fighting, Local Multiplayer, 2D Fighter, Multiplayer, Great Soundtrack, Indie, Action, Sports, 4 Player Local, 2D, Arcade, Competitive, Local Co-Op, Pixel Graphics, Funny, Fast-Paced, Online Co-Op, Singleplayer, Anime, Adventure",13.99,2014-08-27,False,True,13.99,True
246580,743,113.5464333781965,34.0,84365,0.6985195154777928,0,,,,Action,"Typing, On-Rails Shooter, Zombies, Comedy, Action, Education, Parody, Arcade, Funny, Score Attack, Singleplayer, Horror, First-Person, Multiplayer, Shooter, Co-op, FPS, Great Soundtrack, Gore",19.99,2013-10-29,False,True,19.99,True
242700,2423,484.7300866694181,258.0,1174501,0.8732975650020636,0,,,,Action,"Fighting, Superhero, Action, Multiplayer, Batman, Comic Book, Singleplayer, Local Multiplayer, Controller, 2D Fighter, Beat 'em up, Arcade, 2.5D, Competitive, Story Rich, 2D, Atmospheric, 3D Vision, Gore, Great Soundtrack",19.99,2013-11-12,False,True,19.99,True
261640,5696,1757.9994733146068,953.5,10013565,0.8807935393258427,2,39.99,1.0,False,"Action, RPG","Co-op, Action, FPS, Comedy, Loot, RPG, Open World, Multiplayer, Funny, Shooter, Online Co-Op, First-Person, Adventure, Space, Sci-fi, Action RPG, Memes, Singleplayer, Atmospheric, Female Protagonist",39.99,2014-10-14,True,True,39.99,True
265550,1107,701.0578139114724,361.0,776071,0.8861788617886179,1,29.99,1.0,False,Action,"Zombies, Action, Open World, Co-op, Gore, Comedy, Survival, Funny, Third Person, Crafting, Multiplayer, Adventure, Sandbox, Online Co-Op, Horror, Singleplayer, Atmospheric, Survival Horror, RPG, Casual",29.99,2014-09-05,True,True,29.99,True
257750,1115,178.13273542600896,100.0,198618,0.8932735426008969,0,,,,"Action, Adventure, Casual, Indie","Platformer, Indie, Co-op, Action, Multiplayer, Difficult, Adventure, Local Co-Op, Gore, Local Multiplayer, Blood, Casual, 2D, Online Co-Op, 4 Player Local, Singleplayer, Pixel Graphics, Funny, Cute, Great Soundtrack",9.99,2013-10-27,False,True,9.99,True
221100,10790,3339.4196478220574,1011.0,36032338,0.9908248378127896,0,,,,"Action, Indie, Massively Multiplayer, Early Access","Early Access, Survival, Zombies, Open World, Multiplayer, PvP, Massively Multiplayer, Action, Simulation, FPS, Post-apocalyptic, Survival Horror, Shooter, Sandbox, Indie, Adventure, Co-op, Horror, Atmospheric, Military",34.99,2013-12-16,False,True,34.99,True
268870,534,214.92322097378278,8.5,114769,0.5430711610486891,0,,,,"Action, Indie, Strategy","Cyberpunk, Strategy, Sci-fi, Real-Time, Indie, Action, Tactical, Open World, Stealth, Top-Down, Class-Based, Kickstarter, Singleplayer, Isometric, Co-op, Multiplayer, RPG, RTS, Atmospheric, Great Soundtrack",29.99,2015-08-28,False,True,29.99,True
239840,260,789.8692307692307,116.5,205366,0.6807692307692308,0,,,,"Indie, RPG, Strategy","Zombies, Survival, RPG, Turn-Based, Strategy, Singleplayer, Indie, Post-apocalyptic, Kickstarter, Turn-Based Strategy, Horror, Turn-Based Combat, Open World, Sandbox, Tactical, Simulation, Survival Horror, Isometric, Action, Base Building",19.99,2014-12-04,False,True,19.99,True
235460,1692,521.9881796690307,220.0,883204,0.8108747044917257,0,,,,Action,"Great Soundtrack, Action, Hack and Slash, Spectacle fighter, Swordplay, Character Action Game, Third Person, Singleplayer, Cyberpunk, Ninja, Fast-Paced, Gore, Sci-fi, Replay Value, Difficult, Mechs, Adventure, Story Rich, Stealth, Beat 'em up",29.99,2014-01-09,False,True,29.99,True
271290,8240,214.71881067961166,36.0,1769283,0.7266990291262136,0,,,,,,,,False,False,,False
273110,8108,184.77627035027135,4.0,1498166,0.5669708929452393,0,,,,"Action, Casual, Free to Play, Massively Multiplayer","Free to Play, Zombies, Multiplayer, FPS, Shooter, Action, Gore, First-Person, Co-op, Horror, PvP, Online Co-Op, Singleplayer, PvE, Classic, Massively Multiplayer, Mod, Funny, Walking Simulator, Indie",Free to Play,2014-10-07,False,True,,False
274310,1550,119.6683870967742,0.0,185486,0.49290322580645163,0,,,,"Indie, RPG","RPGMaker, Indie, RPG, Story Rich, Pixel Graphics, Choices Matter, Casual, Walking Simulator, Singleplayer, Great Soundtrack, Adventure, Romance, Visual Novel, 2D, Female Protagonist, Horror, Nudity",9.99,2014-05-21,False,True,9.99,True
275200,149,247.39597315436242,162.0,36862,0.912751677852349,1,14.99,1.0,False,"Action, Adventure, Indie","Western, Pixel Graphics, Indie, Open World, Adventure, Action, Detective, Local Co-Op, Retro, 2D, Great Soundtrack, Singleplayer, RPG",14.99,2015-04-16,True,True,14.99,True
235210,998,102.98997995991984,0.0,102784,0.4438877755511022,1,14.99,1.0,False,"Action, Adventure","Platformer, Metroidvania, Action, Ninja, Side Scroller, Hack and Slash, Arcade, 2.5D, Adventure, Retro, Classic, Remake, Singleplayer, Fast-Paced, Controller, Sci-fi, 2D, Anime, Cyberpunk, Beat 'em up",14.99,2014-02-19,True,True,14.99,True
254700,1276,365.7061128526646,30.5,466641,0.6144200626959248,2,19.99,1.0,False,"Action, Adventure","Inventory Management, Survival Horror, Action, Zombies, Horror, Third-Person Shooter, Adventure, Singleplayer, Third Person, Classic, Quick-Time Events, Remake, Atmospheric, Survival, Shooter, Gore, Replay Value, Great Soundtrack, Difficult, Sci-fi",19.99,2014-02-27,True,True,19.99,True
285900,1459,339.2056202878684,96.0,494901,0.906100068540096,0,,,,"Action, Adventure, Casual, Indie","Funny, Multiplayer, Fighting, Local Multiplayer, Comedy, Physics, Action, Beat 'em up, Co-op, 4 Player Local, Colorful, Third Person, Indie, Casual, Adventure, Singleplayer, Great Soundtrack, Sandbox, Simulation, Free to Play",19.99,2017-12-12,False,True,19.99,True
286160,2994,650.7581830327322,239.0,1948370,0.9372077488309953,0,,,,,"Board Game, Simulation, Multiplayer, Sandbox, Physics, Casual, Indie, Card Game, Strategy, RPG, Chess, Moddable, Singleplayer, Co-op, VR, Online Co-Op, Comedy, Relaxing, Adventure, Local Multiplayer",19.99,,False,True,19.99,True
20510,1602,315.1741573033708,0.0,504909,0.48813982521847693,0,,,,"Action, RPG","Open World, Atmospheric, Post-apocalyptic, FPS, Survival, Action, RPG, First-Person, Shooter, Singleplayer, Survival Horror, Adventure, Moddable, Sci-fi, Horror, Classic, Multiplayer, Zombies, Inventory Management, Sandbox",9.99,2008-09-15,False,True,9.99,True
295110,4987,2186.8664527772207,634.0,10905903,0.9715259675155404,0,,,,,,,,False,False,,False
362300,4987,3.7613795869260076,0.0,18758,0.05213555243633447,0,,,,Massively Multiplayer,Massively Multiplayer,,2015-04-16,False,True,,False
