bundle_id,bundle_name,n_items,n_items_in_catalogue,catalogue_coverage,standalone_price_coverage,n_distinct_publishers,publisher_coherent,developer_coherent,n_missing_item_id,mechanism_class,ownership_adjusted,indivisible,confidence,evidence
1144,Dead Rising Collector's Pack,12,12,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,12/12 components individually listed in catalogue; all show a standalone price
809,Devil May Cry 4: Special Edition Demon Hunter Bundle,6,6,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,6/6 components individually listed in catalogue; all show a standalone price
1290,BITRAYS,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1291,Talisman - 3 Game Bundle,3,3,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1068,The Girl and the Robot - Game + Soundtrack + Art Book,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
548,Talisman: The Horus Heresy - Game + Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1289,Rock 'N' Roll Defense - Complete Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1288,Complex Edition,5,4,0.8,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/5 components individually listed in catalogue; all show a standalone price
1105,Royal Defense Complete Edition,2,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
917,SONAR Platinum with Lifetime Updates - Upgrade,2,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1274,Tiger & Bunny Movies Bundle,2,2,1.0,1.0,0,False,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1267,Doomster Bundle,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1047,Sins of a Solar Empire Gold,6,4,0.667,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,medium,4/6 components individually listed in catalogue; all show a standalone price
1252,Energy Bundle,5,5,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1219,Through Abandoned 1 and 2,2,2,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1204,4 Arcade Games Bundle + Soundtrack,4,4,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1207,3 Arcade Games in 1 Bundle: Run Rabbit Run + Sky to Fly,3,3,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
936,Alawar Adventure Collection,5,5,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
763,Kevin Gold Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
801,Space Bundle,3,3,1.0,1.0,3,False,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
461,Daedalic Adventure Bundle II,5,5,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1258,Notch - The Innocent LunA Collection,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1029,The Magnificent Fragments,2,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
813,The Big One,24,23,0.958,1.0,19,False,False,0,B_SBA_like,not_observable,not_observable,high,23/24 components individually listed in catalogue; all show a standalone price
693,Adam's Venture bundle,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
275,The Last Door Collector's Edition Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
365,The Deed Collection,2,2,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
169,The Jackbox Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
259,FORCED SHOWDOWN Deluxe,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1213,Red vs. Blue Seasons 11-13,3,3,1.0,1.0,0,False,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1231,The Healthy Profits Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
879,Furi + OST Combo Pack,2,2,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
977,Puzzle Box - Game + DLC Pack #2,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
611,1917 - The Alien Invasion - Game + OST Pack #1,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
297,XiNFiNiTY Games Studio Pack #1,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
93,Mad Max: Game + Fury Road,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1233,Hexoscope Collector's Edition,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
995,8DAYS + OST,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
421,Herrero Games,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
337,Retool Special Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
353,Civilization VI + Steam Controller Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1007,Search & Kill + GabeN Simulator,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1071,Tom Clancy's The Division - Streets of New York Outfit Bundle,4,4,1.0,1.0,0,False,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
893,2 Best Quest Games Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
913,Mind Spheres Deluxe Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
651,The Samurai Jazz Series,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
479,Elements 'Souls & Hearts' Bundle,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1247,The Sims 3 Bundle,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
505,16Bit Nights Bundle,3,3,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1250,Karma Miwa + Genius Greedy Mouse Studio Pack #1,2,2,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1146,8-Bit Armies & Hordes,5,5,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1147,8-Bit Hordes Complete Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1021,Back To Basics Sci Fi Bundle,7,7,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,7/7 components individually listed in catalogue; all show a standalone price
560,Devolver Digital + XSplit Streamer Pack,3,3,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1243,Bad Company 2 Bundle,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1245,More Spore,3,3,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
951,Command & Conquer Pack,5,5,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1241,Keep Talking and Nobody Explodes + Soundtrack,2,2,1.0,1.0,0,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1215,Enigmatis Collection,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1217,Reigns: Collector's Edition,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1228,Space Ribbon Soundtrack Bundle,2,2,1.0,1.0,0,False,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1009,EA Racing Pack,5,5,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1206,Fatshark Bundle,10,9,0.9,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,9/10 components individually listed in catalogue; all show a standalone price
1229,Overlord: Ultimate Evil Collection,4,4,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1046,Ashes of the Singularity Gold,7,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
456,The Ultimate Driving Test Success Bundle,4,4,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1208,Dark Parables Pack,7,7,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,7/7 components individually listed in catalogue; all show a standalone price
704,Special Bundle,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1216,Alawar games pack!,15,15,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,15/15 components individually listed in catalogue; all show a standalone price
1183,Classic Collection,5,4,0.8,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,4/5 components individually listed in catalogue; all show a standalone price
799,Lucius Complete Set,3,2,0.667,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,medium,2/3 components individually listed in catalogue; all show a standalone price
1211,"Red vs. Blue (Blood Gulch Chronicles, Vol. 1-5)",5,5,1.0,1.0,0,False,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1212,Red vs. Blue Volumes 6-10,5,5,1.0,1.0,0,False,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1189,Handsome Mr. Frog - Game and Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
650,The Next World: Exploration Bundle,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1194,Sky To Fly: 2 in 1  Steampunk Games Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1182,Doorways: All Chapters Collection,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1151,Run Rabbit Run Super Game Bundle + Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
552,Disorder + Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
434,OtakuMaker Studio Pack - Adventure #1,4,4,1.0,1.0,3,False,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
516,Survivor Squad Complete,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1052,Ghost Sweeper + Dyna Bomb Studio Pack #1,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
384,The Solus Project + The Ball,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1028,The Pixeljam Collection,9,9,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,9/9 components individually listed in catalogue; all show a standalone price
1158,DOOM + Steam Controller Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1084,Near Death Soundtrack Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
941,Rising Islands Collector's Edition,3,3,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1104,Dungeon Escape - Soundtrack Edition,2,2,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1143,Depth Hunter - GAME AND 3 DLC,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
872,System Crash Deluxe Edition,2,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
344,SAMOLIOTIK DELUXE EDITION,2,2,1.0,1.0,0,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
364,Developer Alliance Pack 2,4,3,0.75,1.0,3,False,False,0,B_SBA_like,not_observable,not_observable,medium,3/4 components individually listed in catalogue; all show a standalone price
1138,8Floor Hidden Object Bundle,3,3,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1140,Check vs Mate - Grandmaster Edition,3,3,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1141,Battle vs Chess - Grandmaster Edition,2,0,0.0,1.0,0,False,False,2,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1132,Swords and Blasters bundle,4,4,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1102,Kindred Spirits on the Roof Drama CD Collection,4,4,1.0,1.0,0,False,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1103,Kindred Spirits Complete Collection,5,5,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1130,Princess.Loot.Pixel.Again + Soundtrack!,2,2,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1131,"""Bye-Bye, Wacky Planet"": Shoot and Dance Edition",2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
709,Higurashi When They Cry Hou,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1128,Airport Madness Collection,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1107,HOG bundle of bundles!,5,5,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1116,OtakuMaker Studio Pack - Adventure #2,4,4,1.0,1.0,4,False,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1121,Pristine World: Deluxe Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1110,Neon Warp + Impossible Quest Studio Pack #1,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
437,Fort Defense Complete Edition,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
914,Small World 2 - Complete Bundle,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
990,EVIL MAZE RAINBOW BUNDLE,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
549,Angry Video Game Nerd Adventures + Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
946,Quadrilateral Cowboy Deluxe Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
984,Epic Manager - Deluxe Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
399,Interstellar Bundle,4,4,1.0,1.0,4,False,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1056,OtakuMaker Studio Pack - Latest Bundle #2,4,4,1.0,1.0,4,False,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1053,OtakuMaker Studio Pack - Part #3,6,6,1.0,1.0,4,False,False,0,B_SBA_like,not_observable,not_observable,high,6/6 components individually listed in catalogue; all show a standalone price
1054,OtakuMaker Studio Pack - Shoot'Em Up #1,4,4,1.0,1.0,3,False,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1055,OtakuMaker Studio Pack - Latest Bundle #1,4,4,1.0,1.0,3,False,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1033,Extravaganza Rising Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1040,Alber's - Studio Pack #2,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1041,DreamBreak- Soviet Bloc Edition,2,2,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1034,Triangle Studios Bundle,3,3,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
962,I am Setsuna Collector's Edition,2,2,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
963,DnS Complete Bundle,4,4,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
865,The Assembly Complete (VR+Non-VR),2,1,0.5,1.0,0,False,False,0,B_SBA_like,not_observable,not_observable,medium,1/2 components individually listed in catalogue; all show a standalone price
1013,Press X to Not Die: Special Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1024,Ocean Word Blast Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
853,Bulb Boy + Soundtrack Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
949,Talentplace bundle,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1008,Search & Kill + GabeN Simulator + Portal Mode,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
580,FE Ultimate Bundle,10,9,0.9,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,9/10 components individually listed in catalogue; all show a standalone price
1003,3DMark + PCMark 8,2,1,0.5,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,medium,1/2 components individually listed in catalogue; all show a standalone price
509,Push Me Pull You + Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
362,Eidos Anthology,89,88,0.989,1.0,7,False,False,1,B_SBA_like,not_observable,not_observable,high,88/89 components individually listed in catalogue; all show a standalone price
808,Digital Homicide Super Bundle,21,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
983,Supergiant Collection,4,4,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
833,RPG Heroes Summer Bundle,11,9,0.818,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,9/11 components individually listed in catalogue; all show a standalone price
480,Platformer Bundle by New Reality Games,5,5,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
482,Super Mega Bundle by New Reality Games,9,8,0.889,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,8/9 components individually listed in catalogue; all show a standalone price
897,Leviathan: Behemoth Pack,4,1,0.25,1.0,0,False,True,0,B_SBA_like,not_observable,not_observable,low,1/4 components individually listed; standalone prices shown for all
575,Sid Meier's Civilization V: Complete,16,16,1.0,1.0,3,False,False,0,B_SBA_like,not_observable,not_observable,high,16/16 components individually listed in catalogue; all show a standalone price
961,Digital Melody Bundle,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
668,Hiiro Collector's Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
884,Anarcute - Soundtrack Edition,2,2,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
926,Leviathan: The Last Day of the Decade - Game + Soundtrack,2,1,0.5,1.0,0,False,True,0,B_SBA_like,not_observable,not_observable,medium,1/2 components individually listed in catalogue; all show a standalone price
948,Siberian Digital Complete Pack,8,8,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,8/8 components individually listed in catalogue; all show a standalone price
543,"Warhammer 40,000: Armageddon - Imperium Complete",7,7,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,7/7 components individually listed in catalogue; all show a standalone price
925,Leviathan: The Cargo - Game + Soundtrack,2,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
823,Devolver Digital First-Person Shooter Bundle,3,2,0.667,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,medium,2/3 components individually listed in catalogue; all show a standalone price
330,TransOcean Games Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
955,Casual Games Bundle,9,9,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,9/9 components individually listed in catalogue; all show a standalone price
957,Double Fine Bundle,17,17,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,17/17 components individually listed in catalogue; all show a standalone price
802,God Bundle,5,5,1.0,1.0,4,False,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
954,Horror Games Bundle,3,3,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
956,Big Adventure Games Pack,11,10,0.909,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,10/11 components individually listed in catalogue; all show a standalone price
804,SHMUPers Bundle,3,3,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
398,JRPG Love Happiness Bundle,6,6,1.0,1.0,4,False,False,0,B_SBA_like,not_observable,not_observable,high,6/6 components individually listed in catalogue; all show a standalone price
403,Monster Mayhem Bundle,9,9,1.0,1.0,6,False,False,0,B_SBA_like,not_observable,not_observable,high,9/9 components individually listed in catalogue; all show a standalone price
944,Bump in the night,3,3,1.0,1.0,3,False,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
871,Tetradecagon + Soundtrack,2,2,1.0,1.0,0,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
395,Fun with Physics Bundle,5,5,1.0,1.0,4,False,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
934,Puzzle Game - Starter Pack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
920,Ninja Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
877,Space Pilgrim Saga,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
624,Axyos Games Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
678,The Odaiba Box,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
832,Dogenzaka Lab VN set,4,4,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
520,Awesomenauts - Announcer Pack,9,9,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,9/9 components individually listed in catalogue; all show a standalone price
876,The Weird Collection,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
701,onechanbara Z2 :Chaos All DLC Bundle,37,37,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,37/37 components individually listed in catalogue; all show a standalone price
896,RWBY Video Bundle,3,3,1.0,1.0,0,False,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
